9367,2993,2357,4276,13517
4659,2198,5678,12195,14026
13083,399,12252,9613,999
8037,7302,7835,3124,6901
8037,7302,7835,3124,6901
2508,426,7066,6784,13124
3003,13652,6743,459,12227
13706,1159,4880,11500,27
5511,13609,2046,13215,7800
1425,24,2448,11451,5971
2771,12252,4894,939,13083
4625,6523,37,7134,12442
11927,2695,12822,207,11955
6789,6518,13366,5530,4824
12679,7064,2518,200,12804
13938,10518,7034,13078,7960
5957,11218,4676,11805,3739
3897,10424,84,13652,11356
10206,699,91,122,9929
10206,699,91,122,9929
3871,1577,9354,3166,13402
11679,9091,126,10151,4950
8230,7651,10206,13516,1827
14282,286,4537,14383,7285
14282,286,4537,14383,7285
10167,6636,14480,10208,6108
8912,1340,3887,8016,14055
1790,2771,13083,12252,9981
1120,1790,8669,8818,2518
2314,4479,9316,3694,2968
12547,10223,2342,8630,5259
3871,4640,13844,9354,890
864,12511,22,4038,5247
7538,6898,7201,5218,4024
7538,6898,7201,5218,4024
9155,4374,10061,5921,7514
8684,3564,2860,5218,9309
8684,3564,2860,5218,9309
12225,11966,11564,6325,5447
1007,10690,10518,3595,2374
13083,3168,102,9613,399
2012,4186,11055,11071,14402
10570,5742,11734,12635,14159
7672,215,13478,684,1462
7672,215,13478,684,1462
5957,11218,4676,12397,3739
5692,1625,13374,4522,7569
12716,13151,4009,13946,11690
6830,12679,9686,12421,6884
3564,1283,9619,10505,8684
13652,4282,7201,83,8895
1003,3957,4782,1785,9838
10937,3704,6530,13208,12813
4293,8597,10678,8396,2038
1242,3733,2508,6662,11755
1230,2082,7592,10655,2018
9530,690,4637,8359,5688
11286,2475,9352,8136,4581
2435,14509,8008,6684,3469
10964,7835,1654,4559,1857
1309,506,8181,4851,5692
7472,8371,4923,4564,11968
8916,3772,607,1115,4475
5558,4892,3756,1088,225
286,14282,44,13587,1469
13652,3814,7201,12577,9060
5308,3082,1212,13498,222
6442,13501,4009,5827,7127
4104,4808,13596,426,3040
5921,14388,7514,4374,506
13652,7701,7201,11246,5882
13296,5972,8513,8931,5362
6552,13846,11095,13973,10183
13083,3168,999,12252,9613
10887,747,7088,12910,1037
10887,747,7088,12910,1037
4241,9125,3942,426,8006
2176,6802,4196,11222,13521
13585,11966,3537,7204,13709
6922,2058,6379,8319,908
2966,12567,6332,1499,12917
7697,1355,718,13984,12306
5692,7569,10081,4522,1625
10376,9501,655,11238,3155
931,7266,7066,1663,12925
5692,7569,12416,13374,4522
8061,4246,8190,13420,4068
9483,7769,7024,14297,948
9613,11937,13083,1266,9981
3550,7401,14360,5704,11791
12940,9713,11041,13372,11847
9991,14447,3247,1560,12300
3561,652,5784,8624,11759
11548,10025,9265,8790,9343
9229,3369,607,2038,11331
9229,3369,607,2038,11331
6518,4824,6789,2482,3046
10151,126,11679,9091,2002
9322,11753,8407,13593,9013
5218,2892,8166,7201,7820
5308,1357,3082,12065,13498
13527,6516,4350,6759,11143
88,1790,2771,1461,4415
7232,7612,10873,6450,7035
14333,6046,4062,7003,285
10286,441,2167,11908,8216
2908,8445,1266,11361,10183
6516,9558,12506,11143,6539
9929,13083,12252,999,13847
607,11191,3772,2038,4475
5957,11218,11805,3739,4676
5308,13498,9718,3082,13175
4932,12989,6124,11955,14464
439,7104,10898,6802,12064
6084,14093,7911,12349,645
12547,10223,2342,8630,9312
7526,9613,4894,7496,12474
11496,12975,763,4184,5934
11510,7523,3665,2891,5131
5974,12688,6469,5165,5775
9613,7526,7752,999,1790
13151,13946,4009,12716,11690
